88.02000000	88.02000000	5	1
89.02000000	89.02000000	6	 
526.86000000	526.86000000	5	2
527.86000000	527.86000000	6	 
541.56000000	541.56000000	5	3
542.58000000	542.58000000	6	 
581.38000000	581.38000000	5	4
582.40000000	582.40000000	6	 
596.18000000	596.18000000	5	5
597.20000000	597.20000000	6	 
610.06000000	610.06000000	5	6
611.06000000	611.06000000	6	 
638.76000000	638.76000000	5	7
639.78000000	639.78000000	6	 
663.86000000	663.86000000	5	8
664.88000000	664.88000000	6	 
697.12000000	697.12000000	5	9
698.14000000	698.14000000	6	 
724.12000000	724.12000000	5	10
725.12000000	725.12000000	6	 
753.46000000	753.46000000	5	11
754.48000000	754.48000000	6	 
787.12000000	787.12000000	5	12
788.14000000	788.14000000	6	 
817.00000000	817.00000000	5	13
818.00000000	818.00000000	6	 
829.82000000	829.82000000	5	14
830.82000000	830.82000000	6	 
846.92000000	846.92000000	5	15
847.92000000	847.92000000	6	 
877.76000000	877.76000000	5	16
878.78000000	878.78000000	6	 
912.32000000	912.32000000	5	17
913.34000000	913.34000000	6	 
935.50000000	935.50000000	5	18
936.52000000	936.52000000	6	 
976.38000000	976.38000000	5	19
977.40000000	977.40000000	6	 
996.12000000	996.12000000	5	20
997.14000000	997.14000000	6	 
