369.26000000	369.26000000	5	1
370.38000000	370.38000000	6	 
572.78000000	572.78000000	5	2
573.78000000	573.78000000	6	 
602.38000000	602.38000000	5	3
603.38000000	603.38000000	6	 
640.10000000	640.10000000	5	4
641.12000000	641.12000000	6	 
663.22000000	663.22000000	5	5
664.24000000	664.24000000	6	 
676.10000000	676.10000000	5	6
677.12000000	677.12000000	6	 
709.78000000	709.78000000	5	7
710.80000000	710.80000000	6	 
734.32000000	734.32000000	5	8
735.34000000	735.34000000	6	 
770.80000000	770.80000000	5	9
771.82000000	771.82000000	6	 
808.54000000	808.54000000	5	10
809.56000000	809.56000000	6	 
844.04000000	844.04000000	5	11
845.04000000	845.04000000	6	 
870.00000000	870.00000000	5	12
871.02000000	871.02000000	6	 
910.74000000	910.74000000	5	13
911.74000000	911.74000000	6	 
934.62000000	934.62000000	5	14
935.64000000	935.64000000	6	 
956.86000000	956.86000000	5	15
957.88000000	957.88000000	6	 
991.66000000	991.66000000	5	16
992.68000000	992.68000000	6	 
1031.02000000	1031.02000000	5	17
1032.04000000	1032.04000000	6	 
1066.92000000	1066.92000000	5	18
1067.92000000	1067.92000000	6	 
1104.30000000	1104.30000000	5	19
1105.32000000	1105.32000000	6	 
