53.20000000	53.20000000	5	1
54.22000000	54.22000000	6	 
60.50000000	60.50000000	5	2
61.50000000	61.50000000	6	 
79.88000000	79.88000000	5	3
80.90000000	80.90000000	6	 
109.34000000	109.34000000	5	4
110.36000000	110.36000000	6	 
124.78000000	124.78000000	5	5
125.80000000	125.80000000	6	 
135.72000000	135.72000000	5	6
136.74000000	136.74000000	6	 
168.70000000	168.70000000	5	7
169.74000000	169.74000000	6	 
178.58000000	178.58000000	5	8
179.58000000	179.58000000	6	 
186.58000000	186.58000000	5	9
187.58000000	187.58000000	6	 
212.52000000	212.52000000	5	10
213.54000000	213.54000000	6	 
237.90000000	237.90000000	5	11
238.92000000	238.92000000	6	 
274.98000000	274.98000000	5	12
275.98000000	275.98000000	6	 
305.96000000	305.96000000	5	13
307.00000000	307.00000000	6	 
323.96000000	323.96000000	5	14
325.00000000	325.00000000	6	 
383.72000000	383.72000000	5	15
384.74000000	384.74000000	6	 
405.72000000	405.72000000	5	16
406.74000000	406.74000000	6	 
447.46000000	447.46000000	5	17
448.50000000	448.50000000	6	 
471.84000000	471.84000000	5	18
472.84000000	472.84000000	6	 
508.12000000	508.12000000	5	19
509.14000000	509.14000000	6	 
525.52000000	525.52000000	5	20
526.52000000	526.52000000	6	 
