731.22000000	731.22000000	5	1
770.80000000	770.80000000	6	1end
793.54000000	793.54000000	5	2
828.40000000	828.40000000	6	2end 
864.14000000	864.14000000	5	3
909.06000000	909.06000000	6	3end 
991.08000000	991.08000000	5	4
1028.02000000	1028.02000000	6	4end
1051.42000000	1051.42000000	5	5
1113.30000000	1113.30000000	6	5end
1146.78000000	1146.78000000	5	6 
1198.02000000	1198.02000000	6	6end
