590.48000000	590.48000000	5	1
631.06000000	631.06000000	6	1end
660.80000000	660.80000000	5	2
701.86000000	701.86000000	6	2end
737.28000000	737.28000000	5	3
784.48000000	784.48000000	6	3end
869.74000000	869.74000000	5	4
923.00000000	923.00000000	6	4end
947.56000000	947.56000000	5	5
984.00000000	984.00000000	6	5end
1027.46000000	1027.46000000	5	6
1072.46000000	1072.46000000	6	6end
