193.50000000	193.50000000	5	1 
220.34000000	220.34000000	6	1end
244.92000000	244.92000000	5	2
270.44000000	270.44000000	6	2end
294.10000000	294.10000000	5	3
323.12000000	323.12000000	6	3end 
370.04000000	370.04000000	5	4
392.02000000	392.02000000	6	4end
412.48000000	412.48000000	5	5
448.26000000	448.26000000	6	5end
482.92000000	482.92000000	5	6
519.50000000	519.50000000	6	6end
