613.60000000	613.60000000	5	1 
643.42000000	643.42000000	6	1end
679.34000000	679.34000000	5	2
709.84000000	709.84000000	6	2end
744.10000000	744.10000000	5	3
775.38000000	775.38000000	6	3end 
803.74000000	803.74000000	5	4
831.12000000	831.12000000	6	4end
859.92000000	859.92000000	5	5
892.44000000	892.44000000	6	5end
921.42000000	921.42000000	5	6
956.80000000	956.80000000	6	6end
