245.94000000	245.94000000	5	1
281.26000000	281.26000000	6	1end
299.22000000	299.22000000	5	2
328.70000000	328.70000000	6	2end
352.68000000	352.68000000	5	3
385.72000000	385.72000000	6	3end
433.38000000	433.38000000	5	4
462.02000000	462.02000000	6	4end
483.06000000	483.06000000	5	5
515.54000000	515.54000000	6	5end
550.30000000	550.30000000	5	6
587.02000000	587.02000000	6	6end
