611.06000000	611.06000000	5	1
638.76000000	638.76000000	6	1end 
664.88000000	664.88000000	5	2
697.12000000	697.12000000	6	2end
725.12000000	725.12000000	5	3
753.46000000	753.46000000	6	3end 
817.00000000	817.00000000	5	4
847.92000000	847.92000000	6	4end
878.78000000	878.78000000	5	5
912.32000000	912.32000000	6	5end 
936.52000000	936.52000000	5	6
976.38000000	976.38000000	6	6end
